field,input,output
근로기준,보상휴가제도,"사용자가 근로자 대표와의 서면합의에 의하여 연장·야간 및 휴일근로에 대하여 지급되는 임금에 갈음하여 휴가를 부여할 수 있도록 한 제도로서, 이는 근로자와 사용자의 임금과 휴가에 대한 선택의 폭을 확대하기 위한 것임."
근로기준,공무상 질병시 평균임금 산정방법,"업무상 재해가 발생되어 요양기간 종료 후 업무에 복귀함이 없이 바로 퇴직의
효력이 발생된 경우에는 근로기준법 시행령 제5조의 제1항 내지 제3항의 규정에 의거 업무상 부상을 당하거나 질병에 걸린 근로자의 평균임금을 조정하도록 하고 있으며, 같은법 시행령 제5조제4항의 규정에 의거 퇴직금을 산정함에 있어서 적용할 평균임금은 위와 같이 조정된 평균임금으로 하여야 합니다. 또한, 이러한 평균임금과 퇴직시점의 통상임금을 비교하여 높은 금액을 평균임금으로 하여야 할 것으로 사료됩니다."
근로기준,유급휴가 대체절차,근로기준법 제62조에 의하면 사용자는 근로자대표와 서면합의에 의하여 제60조의 규정 에 의한 연차유급휴가일에 갈음하여 특정근로 일에 근로자를 휴무시킬 수 있다 고 규정하고 있으므로 근로자대표와의 서면합의가 필요함
근로기준,임시직 근로자의 퇴직금 적용여부,"퇴직금 제도는 4대보험가입여부, 근로계약서 체결여부와 관련 없이 임시직이라 하더라도 4주간 평균하여 1주간 소정근로시간이 15시간 이상이고, 계속근로기간이 1년 이상이면 30일분이상의 평균임금을 퇴직금을 지급받을 수 있습니다.(단, 2010.12.1.이전은 상시 근로자수 5인이상 사업장에 한함, 2010.12.1.이후부터는 상시 근로자수 1명 이상 사업장도 적용됨)"
근로기준,근로자파견 가능업무 및 대상업무 외 파견이 불가능한가,"상시근로자파견이 가능한 업무는 전문지식·기술 또는 경험을 필요로 하는 32개 업무로서 최장 2년까지 파견할 수 있습니다.

다만, 32개 업무와 파견금지 대상업무(건설공사 현장에서의 업무, 항만·철도 등의 하역업무, 선원업무, 유해·위험업무 등)를 제외한 일시적, 간헐적인 업무 등을 최장 6월까지 파견이 가능합니다."
근로기준,탄력적 근로시간제 충족요건,"2주단위 탄력적근로시간제가 적법, 유효하기 위해서는 다음 사항을 모두 충족하여
야 함.

- 2주간 이내의 일정한 단위기간을 평균하여 1주간의 근로시간이 40시간을 초과하지 않는 범위에서 특정한 주에 40시간의 근로시간을, 특정한 날에 8시간의 근로시간을 초과하여 근로하게 할 수 있으나, 특정주의 근로시간의 합계가 48시간을 넘지 않아야 합니다.

- 근로자대표와의 합의에 따라 대상 근로자의 범위, 단위기간(3개월 이내의 일정한 기간), 단위기간의 근로일과 그 근로일별 근로시간 그리고 유효기간을 정하여 서면으로 명시해야 합니다.

- 다만, 15세 이상 18세 미만의 근로자와 임신 중인 여성 근로자에 대하여는 적용하지 않고, 기존의 임금 수준이 낮아지지 아니하도록 임금보전방안을 강구하여야 합니다."
근로기준,휴직기간의 평균임금 산정방법,"근로기준법 제2조제1항제5호에 규정에 의거 “임금”이라 함은 사용자가 근로의
대상으로 근로자에게 임금, 봉급, 기타 어떠한 명칭으로든지 지급하는 일체의 금품
을 말하고, 같은법 제2조제1항제6호의 규정에 의거 평균임금은 이를 산정하여야 할
사유가 발생한 날 이전 3월간에 그 근로자에 대하여 지급된 임금총액을 그 기간의
총일수로 나눈금액을 말합니다.

※평균임금(일급)
= [산정사유발생일이전 3월간의 임금총액] / [위 3개월간의 역일수(총 날짜수)]

- 이와 같이 산출된 평균임금이 당해 근로자의 통상임금보다 저액일 경우에는 그 통
상임금액을 평균임금으로 하도록 하고 있습니다."
근로기준,산재근로자 해고가능 여부,"근로자가 업무상 부상 또는 질병의 요양을 위하여 요양중에 있는 때에는 사용자는 당해 근로자를 해고하지 못함. 다만 사용자가 근로기준법 제84조에 규정된 일시보상을 하였을 경우 또는 사업을 계속할 수 없게 된 경우에는 그러하지 아니함.
* 산업재해보상보험법 제80제4항에 따라, 요양급여를 받는 근로자가 요양을 시작한 후 3년이 지난 날 이후에 상병보상연금을 지급받고 있으면, 근로기준법 제23조제2항 단서 적용 시 그 사용자는 그 3년이 지난 날 이후에는 같은 법 제84조에 따른 일시보상을 지급한 것으로 봄."
근로기준,여성근로자의 시간외 근로 제한,"2001. 11. 1 시행된 개정근로기준법에서는 여성의 시간외근로제한을 완화하여 임산
부를 제외한 여성근로자는 남성과 같이 1주일에 12시간이내에서 시간외근로를 할 수
있음.

다만 산후1년이 경과하지 않은 여성근로자의 시간외근로는 1일에 2시간, 1주일에 6
시간, 1년에 150시간이내에만 허용되고, 임신중인 여성근로자의 시간외근로는 원칙적
으로 금지됩니다."
근로기준,해외근무수당의 평균임금 포함여부,"임금이란 사용자가 근로의 대가로 근로자에게 임금, 봉급,
그밖에 어떠한 명칭으로든지 지급하는 모든 금품을 말합니다.
질문상의 해외근무수당이 근로자가 해외근무라는 특수한 근무환경에서 직무를 수행하게 됨에 따라 추가로 소요되는 비용을 변상하기 위하여 지급하는 실비 변상적인 금품이라면 평균임금산정 기초가 되는 「근로기준법」상 임금으로 보기는 어려울 것으로 사료됩니다."
근로기준,퇴직자의 임금인상 소급적용 여부,"임금교섭결과 타결된 임금인상율은 재직중인 근로자에 대하여만 효력이 있음.

따라서 임금협약 등에 특약이 없는 한 임금교섭 타결 이전에 퇴직한 근로자에게는
인상된 임금이 적용되지 아니함."
노사관계,근무시간 중 노조활동 가능 범위,"「노동조합 및 노동관계조정법」에서는 정당한 노동조합의 활동에 대해 명시적인 규정을 두고 있지 아니하나, 노동조합 활동이 정당하기 위해서는 그 목적이 근로조건의 유지·개선 및 근로자의 경제적·사회적 향상을 도모하기 위해 필요한 행위이어야 하고, 단체협약·취업규칙 등에 별도의 허용규정이 있거나 관행, 사용자 승인이 있는 경우외에는 근무시간 이외에 행해져야 하며, 사업장내에서는 사용자의 시설관리권에 바탕을 둔 합리적인 규율이나 제약에 따라야 할 것입니다."
노사관계,노사협의회 의결사항,"근로자참여및협력증진에관한법률 제21조에 의한 의결사항중 근로자의 교육훈련 및 능
력개발 기본계획 의 범위는 사용자가 행하는 직업훈련, 교양교육, 기타 근로자의 능력
개발을 위한 일체의 교육훈련으로 연간 교육훈련시간, 주요 교육훈련내용 등 기본계
획 이며, 구체적인 실시계획까지는 포함되지는 않음. 따라서 매년 통상적으로 시행하
고 있는 연수계획 역시 위와 같은 기본적 사항에 관하여는 노사협의회의 의결을 거쳐
야 할 것으로 생각됩니다."
노사관계,노조위원장의 임기와 정년의 적용,"현행 노동관계법에서는 정년에 관한 규정을 두고 있지 아니하므로 단체협약, 취업규칙 등에 정해진 바에 따라야 할 것인바, 귀 질의의 경우 취업규칙에서 정한 근로자의 정년이 1년이 남아 있다면 단체협약 등에 별도의 규정이 없는 한 정년이 3년 미만인 조합원이 임기 3년의 노조 임원에 선출되었다 하더라도 정년에 도달하면 임기와 관계없이 조합원 자격이 상실되는 것이며, 「노동조합 및 노동관계조정법」 제23조제1항의 규정에 의해 조합원이 아닌 자는 노동조합의 임원이 될 수 없는 것입니다."
노사관계,노사협의회 협의사항,"근로자참여및협력증진에관한법률 제20조에 의한 협의사항은 노사공동이익의 증진을 위
하여 노사협의회에서 협의해야 할 사항으로서 노사일방 또는 쌍방이 협의안건을 제시
함으로써 협의회의 협의의제로 다루어지게 되는 것이므로 각 협의사항의 구체적인 범
위는 일반적인 원칙·기준 등을 중심으로 노사가 자율적으로 결정할 사항입니다 따라
서 개별근로자 채용과 같은 개별사안에 대하여 사용자가 반드시 노사협의회의 사전 협
의를 거쳐야 할 의무를 지는 것은 아닙니다."
노사관계,노사협의회 의장,"노사협의회 의장은 근로자참여및협력증진에관한법률 제7조의 규정에 따라 위원중에서 호선합니다, 이 경우 근로자위원과 사용자위원 중 각 1인을 공동의장으로 할 수 있으며, 노사협의회 규정에 의장 선출 절차 및 방법에 관한 사항이 정하여져 있을 경우에는 그에 따르되, 정함이 없을 경우 노사간 자율적으로 절차 및 방법(예컨대 다득표 순 등)을 정하여 의장을 선출하여도 무방할 것으로 생각됩니다."
노사관계,"권리분쟁, 이익분쟁의 구분","권리분쟁이라 함은 법령,단체협약,취업규칙 등에 의하여 확정된 권리에 관한
노사간 해석·적용·준수 등을 둘러싼 분쟁으로, 체불임금 청산, 해고자 복직, 단체협
약 이행, 부당노동행위 구제 등이 이에 해당된다.
이익분쟁이라 함은 근로조건의 기준
에 관한 권리의 형성·유지·변경 등을 둘러싼 분쟁으로, 임금인상이나 단협 갱신·체
결 등이 이에 해당하는 바, 「노동조합 및 노동관계조정법」에서 정한 노동쟁의는 이
익분쟁만을 한정하므로 권리분쟁에 관한 사항을 관철하기 위한 쟁의행위는 정당성을
인정될 수 없습니다."
노사관계,"노사협의회 구성, 운영",노사협의회는 노동조합과는 그 설립취지를 달리하여 노동조합 유무·복수노조 여부에 관계없이 근로자수가 30인 이상인 경우에는 이를 설치·운영하는 것이므로 기왕에 노사협 의회가 설치·운영되었다면 사무직 노조의 설립과 관계없이 기존 노사협의회를 그대로 활용하면 될 것입니다
산업안전,산재보험처리 이외의 보상요구여부,"근로자가 사업장에서 업무수행과 관련하여 부상, 질병, 신체장해 또는 사망 기
타 업무상의 재해를 당하였다면 산업재해보상보험법에 따라 일정한 보상(요양급
여, 휴업급여, 장해급여, 유족급여, 장례비 등)을 받을 수 있습니다.

산재보험급여는 근로자가 업무상의 사유로 재해를 당한 경우 사업주의 고의, 과
실여부에 관계없이 보헙급여를 지급하나, 만약 그 재해가 사업자의 고의 또는 과실
에 의한 경우에는 산재보험급여 수령여부와 관계없이 민사상 불법행위로 인한 손해배
상책임을 물어 손해배상액을 청구할 수 있습니다.

이와 관련하여 산업재해보상보험법 제80조에서는 수급권자가 동일한 사유에 대
하여 이 법에 의한 보험급여를 받은 경우에는 보험가입자는 그 금액의 한도 안에
서 민법 기타 법령에 의한 손해배상책임이 면제됨을 규정하고 있으므로, 동일한 업
무상 재해에 대하여 민법 기타 법령에 의한 상당한 금품을 받은 때에는 그 한도 내
에서 근로복지공단은 산업재해보험급여를 지급하지 아니합니다.

또한, 근로자가 업무상 재해로 인하여 산업재해보상금을 받았거나 받을 수 있
는 경우에는 보험가입자인 사업자는 동일한 사유에 대하여 근로기준법에 의한 재해
보상책임이 면제되고, 산재법상의 보험급여를 먼저 받은 경우에는 그 범위 내에서
손해배상책임이 면제되게 됩니다."
산업안전,사업주의 산재처리 거부 시 대처,"사업주가 산재처리에 협조를 해주지 않거나 기피할 경우에는 현실적으로 산재신청을 하기가 쉽지가 않은 바, 이러한 경우에 대비하여 현행 법령에서는 사업주의 확인이 없더라도 산재신청을 하여 산재보상을 받을 수 있는 제도를 마련해놓고 있습니다.

산재보험법 시행규칙 제20조에서 보험가입자(사업주) 확인 없이 요양급여 신청이 이루어진 경우 보험가입자 의견 청취 등의 절차를 거쳐 요양급여신청을 처리하도록 하고 있으므로 사업장 관할 근로복지공단 지사에 요양신청서를 제출하시면, 근로복지공단에서 재해조사 등을 통하여 업무상의 재해 여부를 판정하게 됨을 알려드립니다."
산업안전,산업안전보건교육 자료,"근로자 안전보건교육 자료는 한국산업안전보건공단 홈페이지에서 다양한 업종별, 직종별, 작업별 교육자료를 제공하고 있으며, 우리 사업장에 맞는 교재를 선정하여 교육을 실시할 수 있음. 이렇게 자체적으로 실시한 후 교육일지를 작성하여 보존하면 됨

※ 교육일지는 안전보건공단 홈페이지에서 '교육일지'로 검색하여 다운로드 받을 수 있음"
산업안전,행사중 사고의 업무상 재해 인정요건,"행사중의 재해와 관련해서는 대법원은 다수의 판례에서 행사나 모임의 주최자, 목적, 내용, 참가인원과 그 강제성 여부, 운영방법, 비용부담 등의 사정에 비추어, 사회통념상 그 행사나 모임의 전반적인 과정이 사용자의 지배나 관리를 받는 상태에 있었는 지, 근로자가 그와 같은 행사나 모임의 순리적인 경로를 벗어나지 않은 상태에 있는지를 종합적으로 고려하여 업무상 재해 여부를 판단"
산업안전,출퇴근 재해의 업무상 여부,"근로자가 사업장을 벗어나 출퇴근중에 있는 경우에는 통근방법과 그 경로
의 선택이 그 근로자에게 유보되어 있어 통상 사업주의 지배관리하에 있다고 볼
수 없으므로 원칙적으로 출퇴근중에 발생한 재해는 업무상의 재해로 인정되지 아니
합니다.

다만, 사업주가 근로자에게 차량 등의 교통수단을 제공하여 근로자로 하여금 출
·퇴근시 이를 이용하게 하고, 그 교통수단에 대한 관리·이용권이 사상(死傷)한
근로자에게 전담되어 있지 아니한 경우에는 예외적으로 이를 업무상의 재해로 인정
하고 있습니다."
산업안전,산재치료 중 진료비 일부 부담여부,"산재보험에 있어서의 “요양”이란 근로자가 업무상의 사유로 부상을 당하거나 질병에 걸린 경우 근로복지공단 소속병원, 종합전문요양기관 또는 근로복지공단이 지정한 의료시설에서 치료를 받는 것을 말하며 요양은 근로복지공단에서 필요하다고 인정한 기간에 한하여 실시할 수 있습니다. ○ 요양급여의 범위 및 요양에 소요된 비용의 산정기준은 원칙적으로 「국민건강보험요양급여의 기준에 관한 규칙」과 「국민건강보험법」의 규정에 의하여 보건복지부장관이 고시하는 요양급여비용의 내역에 따르되, 산재근로자의 보호를 위하여 필요하다고 판단하여 고용노동부장관이 고시하는 「산업재해보상보험 요양급여산정기준」에서 추가로 인정하고 있습니다. 

따라서, 업무상 부상 또는 질병의 치료목적이 아닌 진료, 국민건강보험 비급여, 산재보험 요양급여 산정기준에서 정하지 않은 진료비 등은 「산업재해보상보험법」에 따른 보험급여를 지급받을 수 없습니다. ○ 아울러, 산재요양종결 후 “합병증 등 예방관리제”에 해당되지 않는 산재 후유증상을 개인적으로 치료하는 경우 산재보험 급여 대상에는 해당하지 않으나, - 국민건강보험법상 요양급여를 적용받을 수 있으니 참고하시기 바랍니다.(건강보험 요양급여 공단부담분에 대해 산재요양 종결 후 2년간은 산재보험에서 보전)"
산업안전,뇌출혈로 쓰러졌을 때 업무상 재해 인정여부,"‘뇌출혈’이 업무상의 재해로 인정되기 위해서는 발병전 정신적·육체
적인 과로, 급격한 작업환경의 변화 등 상병을 유발할 만한 업무상의 사유가 있었
음을 입증할 필요가 있으며, 만일 이를 입증하지 못하거나 고혈압, 고지혈증, 당
뇨 등 기초질환의 자연적인 경과로 인하여 발병된 것으로 확인될 경우에는 업무상
의 재해로 인정되지 않습니다."
산업안전,업무상 질병의 입증책임,"우리나라의 업무상 질병의 법제방식은 위 기준에 열거된 질병에 해당될 경
우에는 근로자는 당해 질병의 업무기인성의 입증을 면하게 하고, 열거되지 아니한
질병의 경우에는 업무기인성을 입증한 때에 한하여 업무상 질병을 인정하는 방식
을 채택하고 있는 바, 이 방식은 근로자의 입증부담을 경감시키며 새로운 직업병
발생에도 신속하게 대처하고 그 범위를 넓게 파악할 수 있는 장점이 있습니다.

그러나, 근로자의 경우 증거자료의 수집능력 부족, 질병원인 규명의 어려움 등
으로 인하여 업무와 상병간의 인과관계를 명백히 입증하기 어려운 점이 있으므로,
자료를 확보할 수 있는데까지 확보하여 근로복지공단에 요양신청서를 제출하시면,
근로복지공단에서 사실관계 확인, 의학적 소견 조회, 역학조사 등 재해조사를 통하
여 업무상 질병에의 해당 여부를 판정하게 됨을 알려드립니다."
산업안전,보험급여 지급에 대한 이의신청방법,"근로복지공단의 보험급여에 관한 결정(요양불승인처분, 유족급여부지급처분, 장해
등급부지급처분 등)에 이의가 있을 때에는 그 결정처분이 있음을 안 날로부터 90일 이
내에 그 처분을 행한 근로복지공단의 소속기관을 경유하여 산업재해보상보험심사위원
회에 심사청구를 제기하거나 관할 행정법원에 행정소송을 제기할 수 있습니다.

이 경우 위의 기간은 불변기간으로서 그 기간내에 이의를 제기하지 아니할 때에는
그 처분은 확정되어 더 이상 다툴 수 없으므로 기간도과로 인하여 불이익을 받는 일
이 없도록 유의해야 합니다."
산업안전,산재보험료 산정시 반납된 상여금을 임금총액에 포함하는가,"근로자가 임금을 전액수령한 후 그중 일부를 다시 사용자에게 반납하는 경우나 임
금지급 기일전 또는 후에 기왕의 임금(단체협약, 취업규칙, 근로계약 등으로 정해진
임금)중 일부를 반납(포기 등)한다는 의사표시를 하고 실제 임금의 일부를 공제하고
수령하는 경우 등 이미 발생된 임금채권을 개별근로자의 자유의사에 의하여 반납하는
경우라도 이는 산재보험료 산정기초 보수총액에 포함하여야 합니다.

또한 단체협약 및 취업규칙 등의 변경없이 반납된 임금, 상여금 등은 재해 보상에
있어서도 산재근로자의 평균임금 산정시 포함하여야 합니다."
